  0.00   0.00   0.00   0.0    0.0    0.0   0.0    0.0    0.0 
  0.00   0.00   0.00   0.0    0.0    0.0   0.0    0.0    0.0 
  0.00   0.00   0.00   0.0    0.0    0.0   0.0    0.0    0.0 
  0.00   0.00   0.00   0.0    0.0    0.0   0.0    0.0    0.0 
  0.00   0.00   0.00   0.0    0.0    0.0   0.0    0.0    0.0 
  0.00   0.00   0.00   0.0    0.0    0.0   0.0    0.0    0.0 
  9.78  -0.15  -0.52  -9.9   10.4   -1.5   0.0    0.0    0.0 
  9.87  -0.18  -0.57 -10.0    9.3    0.4   0.0    0.0    0.0 
  9.86  -0.22  -0.51 -10.0    7.9    2.2   0.0    0.0    0.0 
  9.88  -0.22  -0.52 -10.2    6.7    2.9   0.0    0.0   -0.0 
  9.89  -0.18  -0.48 -10.4    5.5    2.1   0.0    0.0   -0.0 
  9.82  -0.20  -0.48 -10.4    3.9    0.6   0.0    0.0   -0.0 
  9.77  -0.15  -0.44 -10.4    2.6   -1.3   0.0    0.0   -0.0 
  9.78  -0.17  -0.51 -10.7    1.2   -2.7   0.0    0.0    0.0 
  9.85  -0.15  -0.52 -10.8   -1.7   -2.0   0.0    0.0    0.0 
  9.86  -0.16  -0.50 -10.9   -3.1   -0.2   0.0    0.0    0.0 
  9.85  -0.17  -0.49 -11.1   -4.3    1.6   0.0    0.0    0.0 
  9.87  -0.21  -0.56 -11.0   -5.7    2.6   0.0    0.0    0.0 
  9.87  -0.23  -0.53 -11.2   -7.0    2.3   0.0    0.0   -0.0 
  9.83  -0.24  -0.51 -11.2   -8.2    1.2   0.0    0.0   -0.0 
  9.80  -0.19  -0.58 -11.3   -9.2   -0.4   0.0    0.0   -0.0 
  9.76  -0.19  -0.59 -11.4  -10.1   -1.6   0.0    0.0   -0.0 
  9.76  -0.16  -0.63 -11.5  -11.0   -2.0   0.0    0.0   -0.0 
  9.75  -0.13  -0.65 -11.5  -11.7   -1.4   0.1    0.0   -0.0 
  9.79  -0.13  -0.62 -11.6  -12.5   -0.1   0.1    0.0   -0.0 
  9.82  -0.14  -0.68 -11.6  -13.1    1.3   0.1    0.0   -0.0 
  9.77  -0.13  -0.67 -11.7  -13.3    2.4   0.1    0.0   -0.0 
  9.77  -0.21  -0.73 -11.7  -13.7    2.5   0.1    0.0   -0.0 
  9.73  -0.17  -0.77 -11.6  -14.0    1.8   0.1    0.0   -0.0 
  9.74  -0.25  -0.80 -11.8  -14.0    0.4   0.1    0.0   -0.0 
  9.71  -0.20  -0.88 -11.9  -13.8   -0.9   0.1    0.0   -0.0 
  9.71  -0.23  -0.80 -12.0  -13.8   -1.5   0.1    0.0   -0.0 
  9.70  -0.15  -0.85 -11.9  -13.5   -1.2   0.1    0.0   -0.0 
  9.70  -0.17  -0.90 -11.8  -13.0    0.0   0.1    0.0   -0.0 
